Position,Age,Experience,Salary_Rub
Экономист-аналитик,33,1 год,40000
Молодой специалист-стажер Аналитик,33,,35000
Экономист-аналитик,35,9 месяцев,30000
Аналитик,37,9 месяцев,20000
Политический аналитик,29,4 месяца,40000
Трейдер-аналитик- Управляющий активами- Консультационный Управляющий,35,1 год 1 месяц,30000
Аналитик,35,8 месяцев,40000
Аналитик Службы безопасности,33,2 года 10 месяцев,35000
Финансовый аналитик- Экономист-аналитик,32,,30000
Бизнес аналитик,45,1 год 6 месяцев,90000
Аналитик- Аудитор- Экономист,33,3 месяца,30000
Экономист-аналитик,33,1 год,35000
Аналитик бизнес-процессов,29,7 месяцев,20000
Аналитик,32,,120000
Бизнес-аналитик,33,3 месяца,50000
Кредитный специалист- Кредитный аналитик- Кредитный инспектор,35,5 месяцев,30000
Менеджер по проектам и аналитике,63,,70000
Экономист-аналитик,29,,20000
Аналитик,32,5 месяцев,50000
Преподаватель- Переводчик- Аналитик,36,2 года 5 месяцев,50000
Аналитик,30,,30000
Экономист-аналитик,34,2 года 5 месяцев,35000
Аналитик- оператор ПК,30,,35000
Аналитик,32,4 месяца,25000
Бизнес аналитик,33,4 месяца,25000
Аналитик по продажам,32,4 месяца,20000
системный аналитик,32,1 год 2 месяца,25000
Экономист-аналитик,32,1 год 5 месяцев,30000
Экономист-аналитик,35,2 года 1 месяц,50000
аналитик,30,1 год 7 месяцев,25000
Аналитик,32,,40000
Бухгалтерия- Аналитик- Страхование,29,2 года 4 месяца,35000
Аналитик,33,,35000
Аналитик,30,2 месяца,30000
Финансовый аналитик- Байер- Менеджер по закупкам,35,1 год 1 месяц,60000
Аналитик,35,1 год 4 месяца,45000
Аналитик/Инженер/IT-специалист,35,10 месяцев,40000
Бизнес аналитик,35,1 год 1 месяц,45000
специалист-аналитик,30,,75000
специалист-аналитик,36,,30000
старший аналитик,33,8 месяцев,55000
экономист-аналитик,33,,60000
Финансовый аналитик-стажер,30,2 месяца,15000
Аналитик,32,,40000
Младший аналитик,33,,30000
financial analyst,32,2 месяца,45000
Младший маркетинговый аналитик,33,1 год,25000
Аудитор- финансовый аналитик,37,,40000
Ассистент финансового аналитика,36,1 год 11 месяцев,40000
Бизнес-аналитик,37,11 месяцев,40000
Аналитик-маркетолог,39,,50000
Помощник бухгалтера- аналитик.,33,1 год 4 месяца,35000
Ассистент аналитика- экономиста- стажер,29,,40000
Аналитик,36,1 год 2 месяца,60000
Стажер-аналитик,30,,25000
Аналитик-маркетолог,33,1 год 1 месяц,40000
Инвестиционный аналитик,33,1 год 7 месяцев,40000
Администратор- помощник руководителя- помощник аналитика- операционист,29,11 месяцев,40000
Трейдер-аналитик,38,2 года 9 месяцев,50000
Аналитик,34,6 месяцев,30000
Аналитик,30,5 месяцев,25000
Analyst/Financial Manager,33,6 месяцев,30000
Кредитный аналитик,33,2 года 4 месяца,15000
Аналитик,36,2 года 6 месяцев,50000
Трейдер-аналитик,32,,40000
Финансовый аналитик,36,2 года 3 месяца,50000
Аналитик,32,,30000
Актуарий- финансовый аналитик,36,1 год 5 месяцев,50000
Бизнес-аналитик,30,,22000
Помощник аналитика,32,4 месяца,20000
Риск-менеджер- Трейдер-аналитик,34,2 года 6 месяцев,40000
Спортивный аналитик,30,,25000
Логист-аналитик,38,1 год 10 месяцев,18000
Аналитик-программист,32,,40000
Экономическая безопасность -Банковский Аналитик- Аудитор- Менеджер по прямым продажам-,29,7 месяцев,50000
Аналитик-стажер,29,2 месяца,35000
Ассистент аналитика,29,,20000
Спортивный аналитик,32,,25000
Инвестиционный аналитик,38,1 год 7 месяцев,40000
Стажер бизнес-аналитик,29,2 месяца,45000
Аналитик,35,,45000
Аналитик-маркетолог (стажер),32,,35000
Кредитный аналитик- кредитный специалист,33,1 год 3 месяца,35000
Аналитик,33,4 месяца,60000
Стажер/ассистент/аналитик,29,2 года 3 месяца,35000
Маркетолог-аналитик,34,1 год 10 месяцев,25000
Финансовый аналитик,30,,30000
Экономист-аналитик,35,1 год 2 месяца,50000
Junior analyst,32,7 месяцев,35000
Аналитик,36,2 года 4 месяца,197120
Аналитик,30,5 месяцев,40000
Финансовый аналитик,34,7 месяцев,30000
Аналитик,28,,30000
аналитик ПО,32,,25000
Аналитик инвестиционных проектов,44,1 год 10 месяцев,120000
Финансовый аналитик,29,,70000
Стажер-аналитик,30,3 месяца,35000
Младший аналитик,30,8 месяцев,70000
Инженер-экономист- экономист-аналитик- снабженец,34,11 месяцев,50000
Business Analyst,33,1 год 10 месяцев,115000
Аналитик,32,,40000
Аналитик,32,1 год 6 месяцев,40000
Бизнес-аналитик,29,,25000
Химик-аналитик,33,,38000
Химик-технолог- Химик-аналитик- Биотехнолог,32,1 год 6 месяцев,40000
Аналитик,35,1 год 4 месяца,50000
Менеджер проектов- Маркетолог- Маркетолог-аналитик,33,8 месяцев,40000
Трейдер-аналитик,40,1 год 2 месяца,40000
Младший инвестиционный аналитик,32,2 года 8 месяцев,45000
аналитик,30,4 месяца,25000
Химик- химик-технолог- химик-аналитик,32,,30000
Аналитик,33,8 месяцев,60000
"Начинающий специалист"-"Бухгалтер"-"Аналитик"-"Помощник аудитора"-"Специалист по ценообразованию",33,,20000
Инженер-технолог/Химик-аналитик,32,,40000
Курьер.Финансовый аналитик,33,7 месяцев,125000
Экономист-аналитик,32,5 месяцев,50000
Аналитик,33,1 год,50000
Инвестиционный аналитик,32,2 года 7 месяцев,70000
Аналитик-экономист,33,,30000
Экономист-аналитик,33,9 месяцев,50000
Стажер-аналитик,29,,18000
Аналитик,33,2 года 4 месяца,50000
Аналитик-стажер,28,4 месяца,20000
Бизнес-аналитик,33,2 года 9 месяцев,70000
Аналитик-программист (обработка изображений),30,,60000
Аналитик,32,1 год,35000
Analyst,33,2 года,150000
Экономист-аналитик,34,1 год 3 месяца,45000
Спортивный аналитик- комментатор,32,,35000
Специалист по налогообложению- Экономист-бухгалтер- Финансовый аналитик,32,7 месяцев,40000
Экономист-аналитик,34,1 год 2 месяца,60000
Key Account Manager- Controller- Business Analyst- Market Intelligence- BI,36,2 года 3 месяца,100000
Экономист-аналитик,34,1 год 6 месяцев,35000
Кредитный аналитик,32,,35000
Аналитик,29,,40000
Финансовый аналитик,33,2 года 7 месяцев,20000
Экономист-аналитик,29,,30000
Экономист-аналитик,32,,15000
Менеджер по работе с клиентами-оператор ПК-оператор 1С-аналитик,33,2 года 8 месяцев,40000
Экономист-аналитик,28,,70000
Экономист-математик- аналитик,30,,15000
Экономист-аналитик,34,2 года 5 месяцев,25000
Экономист-аналитик,33,1 год 5 месяцев,40000
Информационный аналитик,33,,40000
Финансовый менеджер-аналитик,32,,30000
Менеджер по лизингу- кредитный аналитик- кредитный эксперт,32,10 месяцев,40000
торовый представитель- менеджер- аналитик -продавец - консультант-страховой агент,32,,30000
Аналитик СМИ,35,6 месяцев,40000
Вирусный аналитик,32,,30000
Аналитик,49,2 года 6 месяцев,55000
Финансовый менеджер-аналитик- экономист финансового отдела,30,2 года 4 месяца,50000
Трейдер-аналитик,29,6 месяцев,50000
Стажер-аналитик,29,,35000
Консультант-аналитик,34,8 месяцев,35000
Аналитик,30,2 года 1 месяц,100000
ведущий/главный специалист- менеджер- экономист- аналитик,30,2 года 6 месяцев,50000
Аналитик. Специалист по рекламе,33,2 года 1 месяц,60000
Менеджер по работе с госструктурами - Банковский специалист- Финансовый аналитик,33,,40000
Финансовый аналитик,29,1 год 9 месяцев,70000
Спортивный аналитик (комментатор),34,2 года 5 месяцев,29996
Стажер-аналитик,30,,25000
Аналитик,35,1 год 5 месяцев,70000
Программист С++- программист-разработчик- стажер в IT-компании- аналитик,27,,20000
начинающий специалист/аналитик/Мониторинг и анализ СМИ/Ассистент/,30,1 год 7 месяцев,25000
Системный аналитик,29,3 месяца,10000
Финансовый аналитик,30,1 год 10 месяцев,70000
Химик-аналитик,40,2 года 3 месяца,50000
Специалист (экономика- логистика- аналитика),34,2 года 1 месяц,30000
Финансовый аналитик-стажер,30,1 год 4 месяца,40000
Trainee financial analyst- Trainee marketer- manager for news site,29,,3000
аналитик- инженер- СВЧ инженер,32,9 месяцев,40000
Секретарь- администратор - химик-аналитик.,30,1 год 4 месяца,40000
Аналитик,35,,25000
Аналитик,29,,150000
Трейдер-аналитик,38,,70000
Аналитик,32,2 месяца,100000
Аналитик отдела продаж-,33,11 месяцев,50000
Стажер-аналитик,29,1 год 1 месяц,25000
Аналитик,33,3 месяца,40000
Менеджер/Бизнес-Аналитик,29,2 года 2 месяца,60000
Аналитик стажер в отделе анализа компаний и рынков- оптимизации бизнес-процессов,28,,40000
Химик-аналитик- химик-лаборант,29,,25000
Бизнес-аналитик,30,8 месяцев,80000
Менеджер- аналитик,34,11 месяцев,45845
Бизнес-аналитик,27,,13000
Бизнес-аналитик,30,,30000
Менеджер в отдел проектов/аналитики/маркетинга/развития бизнеса,30,1 год 11 месяцев,30000
Аналитик- финансовый менеджер.,32,1 год 2 месяца,30000
Стажер-аналитик,30,2 года 4 месяца,10000
Бизнес-аналитик,27,,20000
Стажер-аналитик,30,2 года,25000
Аналитик бизнес-процессов- инженер АСУ ТП,33,2 года 4 месяца,50000
Бизнес-аналитик,30,1 год 7 месяцев,65000
Финансовый аналитик,33,2 года 4 месяца,40000
Бизнес-аналитик,30,9 месяцев,30000
Финансовый аналитик,32,1 год 3 месяца,60000
Аналитик,32,11 месяцев,40000
Помощник финансового аналитика,29,,20000
Аналитик,34,,20000
помощник руководителя- аналитик,33,2 месяца,50000
Финансовый аналитик,29,8 месяцев,40000
Аналитик- математик,32,,30000
Экономист-аналитик,30,,50000
Финансовый аналитик,30,,35000
Младший аналитик/ бизнес-аналитик,30,6 месяцев,60000
Экономист-аналитик,33,2 года 10 месяцев,45000
Менеджер по проектам и аналитике,34,1 год 2 месяца,60000
Аналитик продаж,33,,50000
стажер в отдел аналитики и исследований,29,,25000
Букмекер-Аналитик,36,2 года 7 месяцев,70000
Кредитный аналитик,37,9 месяцев,45000
Бухгалтер-аналитик,30,2 года 4 месяца,40000
Начинающий специалист-инженер-аналитик,29,,28000
Маркетолог-аналитик,34,2 года 3 месяца,50000
аналитик в букмекерской конторе,38,2 года 11 месяцев,50000
спортивный журналист-корресподент-редактор-спортивный аналитик,28,,30000
Бизнес-аналитик,29,1 год 1 месяц,35000
Экономист-аналитик,30,1 год 5 месяцев,40000
Аналитик,29,9 месяцев,30000
Экономист- аналитик- помощник бухгалтера (аудитора),32,6 месяцев,30000
Экономист-аналитик,30,2 года 7 месяцев,30000
Экономист-аналитик,27,,20000
Финансовый аналитик,32,,50000
Оператор базы данных- младший аналитик,27,,15000
Спортивный аналитик- продавец-консультант,26,,27000
Химик- инженер-химик- химик-технолог- химик-аналитик- инженер-технолог- научный сотрудник,34,5 месяцев,55000
"Аналитик"- "Финансовый консультант"- "Экономист"- "Менеджер",29,9 месяцев,40000
Операционист- аналитик,29,,40000
Аналитик,29,,40000
Аналитик,29,6 месяцев,30000
Инженер- Аналитик Банка,28,1 год 3 месяца,45000
Логист- Менеджер по закупкам и логистике- Аналитик,32,1 год 4 месяца,35000
Экономист-аналитик,30,,60000
Стажер-аналитик,29,6 месяцев,35000
Бизнес-аналитик,25,,25000
Главный аналитик- Менеджер по кредитованию- Начинающий программист- Брокер,28,6 месяцев,70000
Бизнес-аналитик,34,2 года 3 месяца,137535
Инвестиционный Аналитик,28,2 года 7 месяцев,100000
Аналитик-стажер,28,2 года 1 месяц,60000
Аналитик- консультант CRM систем- ассистент консультанта.,30,,30000
Специалист по интернет продвижению и веб-аналитике,29,,91690
Экономист/Аналитик/Помощник бухгалтера,36,,35000
Бизнес-аналитик,30,,50000
Финансовый аналитик,32,1 год 11 месяцев,60000
Аналитик-стажер,32,,30000
Менеджер по персоналу- помощник менеджера- аналитик- Рекрутер,33,3 месяца,40000
Аналитик,29,8 месяцев,40000
Экономист-аналитик,32,6 месяцев,45000
Бизнес-аналитик,28,,45000
Бизнес-аналитик,30,1 год 9 месяцев,50000
"Технический специалист"- "Техник"- "Монтажник"- "Аналитик"- "Системный администратор"-,33,5 месяцев,35000
Маркетолог-аналитик,30,2 года 1 месяц,50000
Аналитик,29,2 года 10 месяцев,80000
Аналитик / Консультант / Менеджмент,29,1 год 3 месяца,40000
Экономист- Финансовый аналитик- Младший аналитик- Менеджер по персоналу,32,,30000
Начинающий специалист в отдел финансовой аналитики. Начинающий специалист в отдел ценообразования.,32,,45000
Marketing | PR | Ecommerce | Data Analyst,29,9 месяцев,50000
Business analyst,28,6 месяцев,60000
Аналитик,28,,35000
Аналитик-стажер,29,,35000
Младший аналитик,26,,25000
Аналитик,30,,30000
Аналитик,30,2 года 10 месяцев,60000
Химик-аналитик,30,1 год 1 месяц,50000
Маркетолог-аналитик,30,2 месяца,40000
Бизнесс-аналитик,29,9 месяцев,20000
Экономист-аналитик,30,2 года 10 месяцев,45000
Marketing specialist/analyst,32,1 год 4 месяца,75000
Analyst,29,1 год 9 месяцев,60000
Аналитик инвестиционных проектов,28,,100000
Стажер-аналитик,30,,10000
Аналитик,33,1 год 5 месяцев,60000
Системный аналитик,30,10 месяцев,35000
Стажер отдела аналитики и мониторинга кредитных рисков,26,4 месяца,50000
Младший финансовый аналитик,29,4 месяца,50000
Бизнес-аналитик,26,2 года 4 месяца,30000
Младший аналитик,32,,50000
Аналитик,34,2 года,50000
Финансовый аналитик,30,2 года,70000
Химик-аналитик,33,,40000
Аналитик,32,1 год 8 месяцев,25000
Финансовый аналитик,30,4 месяца,70000
Младший системный аналитик,33,,20000
Trainee analyst,26,3 месяца,40000
Аналитик,34,2 года 9 месяцев,45000
Cтажер по стратегическим исследованиям- аналитик,30,1 год 6 месяцев,35000
Marketing Analyst,28,10 месяцев,50000
Финансовый аналитик,30,1 год 8 месяцев,90000
Аналитик- статистик- менеджер- банк,28,,15000
Трейдер-аналитик,35,,100000
Бизнес-аналитик,29,1 год 9 месяцев,40000
Младший финансовый аналитик,27,,30000
Аналитик (скоринг и Big Data),27,,50000
Аналитик-стажер- Junior Data Scientist,28,,40000
Специалист технической поддержки- Помощник- Стажер- Аналитик- Ассистент,24,,20000
Аналитик,29,2 года 1 месяц,60000
Аналитик,28,,40000
Junior analyst,30,,130000
Аналитик,26,,25000
Аналитик,28,,60000
Аналитик,28,,50000
Analyst,29,11 месяцев,90000
Бизнес-аналитик,30,1 год 2 месяца,70000
Аналитик,27,,20000
Analyst,29,2 года 6 месяцев,40000
Аналитик бизнес-процессов,28,,50000
Финансист- Экономист- Аналитик,29,5 месяцев,30000
Химик-аналитик,26,,30000
Начинающий специалист- аналитик- стажер в области web-разработок- стажер,28,4 месяца,10000
Спортивный аналитик,29,,40000
Стажёр.Банковский менеджер. Финансовый аналитик.,25,,40000
Аналитик,27,4 месяца,35000
Аналитик,28,1 год,40000
Quantitative Analyst,28,9 месяцев,60000
Финансовый аналитик,29,2 года 5 месяцев,50000
Финансовый аналитик,28,1 год 9 месяцев,30000
Трейдер-аналитик,35,2 года 9 месяцев,50000
Бизнес-аналитик,29,1 год 5 месяцев,40000
Младший финансовый аналитик,28,3 месяца,45000
Бизнес-аналитик,27,,15000
Инвестиционный аналитик,34,2 года 5 месяцев,40000
Стажер-аналитик,25,2 месяца,30000
Бизнес-аналитик,29,,40000
Менеджер по специальн‎ым программам/Аналитик,32,,40000
Экономист-аналитик,30,8 месяцев,55000
Аналитик по оптимизации бизнес процессов,28,5 месяцев,25000
Аналитик,27,,50000
Химик-аналитик,30,5 месяцев,30000
Аналитик,30,8 месяцев,50000
Аналитик,28,7 месяцев,20000
Помощник финансового аналитика,28,7 месяцев,30000
It аналитик,26,,35000
Стажер-аналитик,28,,40000
Финансовый аналитик,32,2 года 1 месяц,150000
Marketing specialist/analyst,28,3 месяца,40000
Аналитик по криптовалютам,27,,30000
Бизнес-аналитик,37,1 год 7 месяцев,55000
Аналитик,37,,30000
Финансовый аналитик,32,,25000
Экономист-аналитик,29,,30000
Аналитик,47,,80000
Аналитик,35,2 года 11 месяцев,40000
Финансовый аналитик,33,,20000
финансист-аналитик,73,,40000
Аналитик,36,1 год 10 месяцев,30000
Аналитик,34,3 месяца,30000
Политолог-аналитик,35,1 год,45000
Бизнес-аналитик,34,3 месяца,20000
Аналитик,34,2 месяца,20000
Аналитик,34,,25000
Ассистент аналитика,33,8 месяцев,20000
Инженер-аналитик,34,8 месяцев,35000
Аналитик,36,2 года 7 месяцев,30000
Аналитик,39,,25000
Аналитик консультант,34,1 год 2 месяца,50000
Ассистент аналитика,34,,45000
Менеджер по логистике/логистик-аналитик,44,,50000
Аналитик,33,2 года 5 месяцев,50000
Аналитик,60,,35000
Налоговый аналитик,36,,35000
Финансовый аналитик,35,9 месяцев,25000
Помощник аналитика,38,,23000
Банковский аналитик,32,5 месяцев,27000
Аналитик,33,,40000
Финансовый аналитик,36,,30000
Банковский аналитик,34,,40000
Аналитик-исследователь отдела маркетинга,35,2 года 3 месяца,20000
главный аналитик,48,6 месяцев,50000
Аналитик,36,3 месяца,30000
Химик-аналитик,37,3 месяца,15000
Младший финансовый аналитик,33,,16000
Аналитик,34,,30000
Аналитик,36,,25000
Экономист-аналитик,33,,30000
Финансовый аналитик,48,6 месяцев,50000
аналитик,33,,15000
Медицинский аналитик,36,1 год 10 месяцев,28000
Аналитик,32,,40000
Финансовый аналитик,36,,25000
Аналитик,40,,25000
аналитик,36,1 год 5 месяцев,30000
Бизнес-аналитик,37,1 год 4 месяца,45000
Аналитик,37,2 года 7 месяцев,40000
Химик-аналитик,37,1 год 6 месяцев,30000
Аналитик,34,9 месяцев,25000
Финансовый аналитик,35,3 месяца,25000
Аналитик,35,9 месяцев,30000
мркетолог/аналитик,36,,25000
Аналитик,35,4 месяца,15000
Финансовый аналитик,39,,25000
Кредитный аналитик,38,9 месяцев,20000
Финансовый аналитик,40,,30000
Аналитик,34,,30000
Аналитик,35,,12000
Спортивный аналитик,35,,23000
Финансовый аналитик,33,,12000
Экономист-аналитик,36,,30000
Химик-аналитик,36,,20000
Аналитик бизнес-процессов,36,2 года 2 месяца,30000
Финансовый аналитик,33,2 месяца,20000
Аналитик,33,4 месяца,50000
политолог-аналитик,36,2 года,25000
Ассистент аналитика,32,,20000
экономист аналитик,35,,30000
Ассистент аналитика,34,7 месяцев,25000
Помощник аналитика,34,,15000
Аналитик,36,,40000
Аналитик,37,1 год,35000
Маркетинг-аналитик,35,,25000
Кредитный аналитик,38,2 года 7 месяцев,25000
Аналитик,32,,5000
Финансовый аналитик,35,2 года,170000
Аналитик,34,,45000
Аналитик,35,4 месяца,30000
ассистент аналитика,33,1 месяц,20000
Химик-аналитик,38,,20000
финансовый аналитик,46,1 год 7 месяцев,40000
Маркетолог-аналитик,44,1 год 7 месяцев,50000
Аналитик,37,2 года 10 месяцев,40000
Маркетолог-аналитик,34,,30000
Экономист-аналитик,38,1 год 6 месяцев,35000
Финансовый аналитик,37,,40000
Финансовый аналитик,35,7 месяцев,15000
Финансовый аналитик,34,1 год,15000
Аналитик,34,4 месяца,12000
Кредитный аналитик,44,,60000
референт-аналитик информационных ресурсов,37,3 месяца,25000
Аналитик группы управления продажами,34,11 месяцев,20000
Экономист-аналитик,48,,60000
Аналитик,39,,40000
Финансовый аналитик,40,,25000
Менеджер-аналитик,53,,50000
Аналитик,34,,20000
Финансовый аналитик,39,1 год 1 месяц,20000
Финансовый аналитик,35,,25000
Аналитик,36,5 месяцев,28000
Аналитик,37,2 года 6 месяцев,30000
Логист-аналитик,36,,35000
Трейдер-аналитик,36,,20000
Аналитик,34,1 год 4 месяца,15000
Консультант-аналитик,35,2 года 5 месяцев,40000
Кредитный аналитик,36,1 год,20000
Системный аналитик,36,,70000
Аналитик,76,,50000
Ассистент аналитика,36,,18000
Инвестиционный аналитик,37,,30000
Бизнес-аналитик,35,,30000
Аналитик,40,9 месяцев,40000
Аналитик,40,,50000
Аналитик,37,4 месяца,40000
Финансовый аналитик,38,,165042
Консультант-аналитик,46,,80000
Главный аналитик,47,,80000
Помощник аналитика,35,,30000
Аналитик,36,2 года 2 месяца,30000
Налоговый консультант- аудитор- финансовый аналитик,37,,60000
Аналитик,36,9 месяцев,20000
Аналитик,36,1 год 6 месяцев,25000
Бизнес аналитик,35,4 месяца,20000
Финансовый аналитик,36,2 года 11 месяцев,60000
Аналитик,36,,30000
Аналитик,38,1 год,30000
Экономист-аналитик,37,6 месяцев,25000
Аналитик,36,,20000
Экономист-аналитик,38,1 год 1 месяц,38000
Аналитик,39,1 год 10 месяцев,40000
Бухгалтер-экономист-аналитик,37,2 года 10 месяцев,30000
Аналитик,36,,25000
Бизнес-аналитик,37,2 года 4 месяца,25000
Аналитик,35,,35000
Аналитик,36,1 год 1 месяц,8000
Помощник финансового аналитика,37,1 год 1 месяц,25000
Экономист-аналитик,37,1 год 6 месяцев,30000
Аналитик,38,,30000
Аналитик,35,,10000
Химик-аналитик,36,1 год 2 месяца,25000
Экономист-аналитик,36,4 месяца,20000
Аналитик,36,2 года 1 месяц,25000
Аналитик,38,2 года,35000
Экономист-аналитик,37,7 месяцев,20000
Аналитик,39,,110028
Аналитик,36,2 года 5 месяцев,30000
Аналитик/консультант,36,1 год 7 месяцев,30000
Аналитик,44,2 года,25000
Финансовый аналитик,38,,25000
Менеджер-аналитик,45,5 месяцев,28000
Ассистент аналитика,39,,25000
Трейдер-аналитик,36,,40000
Маркетолог-аналитик,37,7 месяцев,25000
Программист-аналитик,37,,30000
Финансовый аналитик,36,3 месяца,15000
Финансовый аналитик,35,,20000
Эксперт-аналитик,36,,30000
Аналитик,37,2 года 6 месяцев,23000
Финансовый аналитик,60,,50000
Аналитик,38,,35000
Финансовый аналитик,37,2 года 6 месяцев,40000
Ассистент аудитора/финансовый аналитик,36,2 года 4 месяца,20000
Кредитный аналитик,32,1 год 2 месяца,15000
Системный аналитик,37,1 год 8 месяцев,30000
Аналитик,35,,15000
Помощник аналитика,36,1 год 11 месяцев,20000
Ассистент аналитика,37,3 месяца,25000
Системный аналитик,35,,25000
Маркетолог-аналитик,39,2 года 9 месяцев,25000
Информатик-аналитик,37,1 год 9 месяцев,30000
Аналитик,38,6 месяцев,25000
Финансовый аналитик,38,3 месяца,50000
Аналитик,35,3 месяца,10000
Финансовый аналитик,35,,20000
Риск-аналитик,33,7 месяцев,20000
финансовый аналитик,36,4 месяца,20000
Специалист по финансам/Финансовый аналитик,39,2 года,45000
кредитный аналитик,39,,35000
Аналитик,36,1 год 5 месяцев,30000
бизнес-аналитик,38,2 года 5 месяцев,40000
системный аналитик,36,,17000
аналитик,40,,45000
Аналитик,37,1 год,25000
системный аналитик,56,,30000
Аналитик по финансово-хозяйственной деятельности,73,,32000
Маркетолог-аналитик,34,9 месяцев,30000
Аналитик,37,1 год 11 месяцев,45000
Аналитик,39,,15000
Аналитик,33,,25000
Финансовый аналитик,37,1 год 5 месяцев,27000
Аналитик,37,6 месяцев,30000
IT-аналитик,35,,40000
аналитик,37,1 год 9 месяцев,25000
маркетолог-аналитик,37,,30000
химик-аналитик,37,,25000
Финансовый аналитик / Экономист,38,1 год 1 месяц,25000
Аналитик,38,,20000
системный аналитик,40,1 год 6 месяцев,45000
Аналитик,38,1 год 10 месяцев,30000
Demand/Supply Analyst,39,1 год 7 месяцев,40000
аналитик,36,,20000
аналитик,36,,20000
Бизнес-аналитик,34,,12000
Маркетолог-аналитик,38,,25000
логист-аналитик,42,,40000
консультант-аналитик,40,,45000
Аналитик,39,1 год,25000
Экономист-аналитик,38,1 год 8 месяцев,30000
провизор-аналитик,37,2 месяца,20000
стажер-аналитик,37,,15000
Финансовый аналитик,38,1 год 2 месяца,45000
аналитик / экономист,39,1 год 1 месяц,25000
Аналитик,35,2 месяца,25000
Аналитик,46,,90000
химик-аналитик,52,,50000
Финансовый аналитик,40,1 год 4 месяца,60000
аналитик,42,,70000
Аналитик,37,1 год 2 месяца,27000
аналитик,37,,40000
Информационный аналитик,44,,35000
Аналитик,53,,40000
Аналитик,37,2 месяца,21000
аналитик,36,,30000
Финансовый аналитик,37,,65000
аналитик финансовый,44,,100000
финансовый аналитик,38,11 месяцев,30000
Bank Analyst,35,8 месяцев,30000
IT бизнес-аналитик,50,,100000
Маркетолог-аналитик,39,,30000
Аналитик,35,,17000
Маркетолог-аналитик,40,2 года 2 месяца,35000
экономист\аналитик,55,,100000
Кредитный аналитик,39,2 года 1 месяц,35000
маркетолог аналитик,36,2 года,25000
финансовый аналитик,38,,25000
Аналитик,37,,25000
Аналитик,37,1 год 6 месяцев,50000
маркетолог-аналитик,38,2 года 7 месяцев,75000
аналитик-консультант,46,,45000
аналитик,37,4 месяца,15000
финансовый аналитик,37,,25000
системный аналитик,37,3 месяца,25000
аналитик,46,,40000
Аналитик,40,2 года 10 месяцев,58000
аналитик,36,2 месяца,25000
Аналитик,35,1 год 4 месяца,40000
Финансовый аналитик,36,1 год 2 месяца,25000
финансовый аналитик,37,,10000
Аналитик,37,,30000
Аналитик / Экономист / Аудитор,39,2 года 1 месяц,35000
риск аналитик,38,,50000
Переводчик/редактор/аналитик,39,,30000
Младший аналитик,35,,24000
ассистент аналитика,37,4 месяца,25000
Младший бизнес-аналитик,38,2 года 7 месяцев,30000
Эксперт аналитик,57,,50000
финансовый аналитик,36,,25000
Аналитик,36,1 год 10 месяцев,40000
Математик-аналитик,38,1 год 1 месяц,30000
Аналитик,38,11 месяцев,50000
Менеджер-аналитик,39,2 года,40000
Системный аналитик,37,2 года 2 месяца,50000
Аналитик СМИ,44,,35000
Экономист-аналитик,34,1 год 3 месяца,50000
Аналитик,37,2 года 8 месяцев,35000
Финансовый аналитик,39,2 года 10 месяцев,50000
Аналитик,37,,25000
Аналитик,35,4 месяца,35000
Аналитик,37,9 месяцев,24000
Финансовый аналитик,39,2 года 11 месяцев,25000
помощник маркетолога/аналитика,37,,18000
Аналитик,38,1 год 5 месяцев,25000
финансовый аналитик/менеджер,37,2 года 2 месяца,20000
финансовый аналитик (стажер\помощник),37,,30000
Экономист-аналитик,40,8 месяцев,40000
Бизнес-аналитик,37,1 год 5 месяцев,137535
аналитик,37,,30000
Аналитик,38,1 год 9 месяцев,45000
Бизнес-аналитик,40,,55000
Финансовый аналитик,37,2 месяца,25000
кредитный аналитик,34,,36676
Аналитик,38,,32000
Аналитик,37,1 год 8 месяцев,25000
аналитик,38,,25000
кредитный аналитик,43,2 года 9 месяцев,40000
Аналитик,35,11 месяцев,20000
Экономист/аналитик,35,3 месяца,25000
Аналитик,36,,18000
Системный аналитик,37,,15000
Социолог-аналитик,40,1 год 1 месяц,40000
Финансовый аналитик,39,4 месяца,30000
Аналитик-консультант,36,,25000
Аналитик,45,,50000
аналитик,40,1 год 8 месяцев,75000
Финансовый аналитик,36,,30000
помощник финансового аналитика,35,8 месяцев,20000
Аналитик бизнес-процессов,35,,40000
Аналитик,70,,80000
Analyst,37,,98560
Analyst,38,10 месяцев,165042
Финансовый аналитик,35,2 года 9 месяцев,35000
Стажер-аналитик,37,,20000
Экономист / Финансовый аналитик,37,7 месяцев,73352
Economist\Investment analyst,38,2 месяца,137535
Кредитный аналитик,35,1 год 6 месяцев,12000
Инженер-аналитик,39,,24000
аналитик,38,2 года 9 месяцев,45000
аналитик,47,,20000
Экономист-аналитик,42,,60000
Системный аналитик/инженер,37,,20000
Бизнес-аналитик,42,,50000
Программист аналитик,45,,45000
Аналитик,38,,25000
Маркетолог-аналитик,42,2 года 9 месяцев,35000
Аналитик,39,8 месяцев,25000
аналитик,37,5 месяцев,25000
системный аналитик,36,4 месяца,25000
Маркетолог-аналитик,38,6 месяцев,30000
аналитик,36,,98560
Аналитик,35,,10000
Химик-аналитик,35,,10000
Экономист-аналитик,36,1 год 11 месяцев,35000
бизнес-аналитик,44,,45000
